P1,P2,P3,X,Y
1.29,0.0,1.37,-3.0205128504981413,-0.17035002448615513
0.02,1.55,0.0,1.6215740873592657,1.2962588844711196
1.72,1.25,0.0,0.9892524665751063,-2.929185295015117
0.28,0.0,1.46,-3.4241664772518927,1.9443432103824647
1.33,1.58,0.0,1.5842908416842127,-1.672654678280402
0.0,0.1,1.46,-3.420757259146534,2.308658004707395
0.0,0.57,1.59,-3.9095713170353843,2.967842375077449
0.0,1.1,0.85,-0.8743975030883142,2.33006002371425
0.52,0.49,0.0,-0.4064944000876821,0.5749810495607068
1.46,0.0,1.47,-3.69438075180581,-0.3351858015036564
0.0,0.72,0.16,-0.2929313805397589,0.8648753415482332
1.45,1.34,0.0,1.1526293251462092,-2.0502923903908936
1.25,0.0,0.43,-1.205899042858852,-1.6359922811043246
0.9,0.5,0.0,-0.36726752314956423,-1.208878945578996
0.59,0.0,0.27,-0.8276496993412673,0.009810861104236325
0.28,0.0,0.81,-1.5555368571012693,0.5980403331262328
0.0,1.1,0.0,0.304922499214968,0.7530293579551972
0.0,1.03,0.84,-0.13391858900920822,1.5975134723293662
0.0,0.11,0.52,-0.5261491331582588,0.9514066365525177
0.67,0.0,0.0,-0.4577995853536986,0.20295608503025928
0.0,1.23,1.5,-1.8654195419420088,3.4206185524763164
0.77,0.23,0.0,-0.6820976472963798,0.0533812772730992
0.0,1.58,1.25,0.03641237409488818,3.1475316545200176
1.06,1.19,0.0,1.1592038869610914,-0.20401559690480237
1.2,0.0,1.11,-2.0859386413375813,-0.03352340304736632
0.22,0.0,0.0,-0.44666541341561866,0.39336703599830164
1.06,0.0,1.54,-3.8419494869524584,1.1963772761428282
0.0,0.62,1.66,-4.172749721085749,2.828171987634669
0.0,0.0,0.19,-1.019796485007345,1.0731546080921153
0.0,1.04,0.15,0.14238185902670042,1.207931736013066
0.0,1.79,0.88,1.678317234791937,2.320900905736904
0.0,1.47,0.0,1.5338548077840606,1.3970949962415122
1.26,0.87,0.0,0.6791743848116545,-0.9169986691325624
0.0,1.21,0.72,0.6688966371420395,1.5527530156578455
0.0,1.46,1.55,-0.8407862142656172,3.8087970495695864
0.07,0.0,0.65,-1.1592162694824326,1.4856093950277578
0.0,0.9,0.45,-0.19800854106621552,1.4136553587373741
0.0,0.0,1.24,-2.425655136518029,2.02933872796884
1.12,0.69,0.0,-0.18425195129709054,-0.3916093782129732
0.1,0.05,0.0,-0.3899435220517722,0.5997122691743499
1.62,0.58,0.0,-0.7269137646712587,-2.7890479228172556
0.06,1.23,0.0,1.0690734315992843,0.7168067576688559
1.22,0.0,0.31,-0.7794596574504928,-1.357846221526923
1.73,0.0,0.43,-1.532876496082455,-3.5490545518493644
1.73,0.0,0.43,-1.474988716828165,-3.7619893807339846
