P1,P2,P3,X,Y
0.0,0.7,0.0,-0.3425386297654733,0.8421926682311269
0.0,1.71,0.0,2.5326384285737875,1.223776764675801
0.0,0.0,0.11,-0.2847997162059097,0.9576776893835008
1.34,0.0,1.29,-2.9574687760673632,0.005174144718661067
0.0,1.28,0.42,0.6323623582922873,1.4084715897020255
1.19,0.74,0.0,0.17146197279911587,-0.753695047703415
0.0,0.0,0.81,-1.4209086783273872,1.0439310089133835
1.68,1.66,0.0,1.6465754172838585,-2.7386692908919015
0.0,0.68,1.36,-2.2817999888355582,2.203974780017394
0.0,1.72,0.51,1.7124987514213101,1.4102116973359902
0.82,0.0,0.05,-0.4501331975818384,-0.05883241202579907
0.0,1.7,1.28,0.464024786596882,2.992366332163588
1.49,0.94,0.0,0.3140115425199348,-1.9002553080414077
0.0,0.73,0.22,-0.02534908470859145,0.505322514435579
0.0,0.38,1.1,-1.5731353837291093,1.8650418544243716
0.2,0.0,1.54,-3.621726942178382,2.35030608923896
0.0,0.0,1.17,-2.894478080075863,1.957404286778323
0.2,0.0,0.69,-1.8661897187930572,1.7740977810123695
0.0,0.0,0.47,-1.0900621376999777,1.3335633810724832
1.74,0.0,1.42,-3.4732104101906747,-1.3795587485993532
0.91,0.0,1.09,-2.9510635158975895,0.09608494786762492
0.87,0.1,0.0,-1.1046922551585654,-0.4922076990765785
0.68,0.43,0.0,-0.5419855867331401,0.00325156642770736
0.49,0.0,1.53,-3.7898373919848316,1.9141797116468326
0.0,0.96,0.25,-0.08768757367184711,1.0816510801532917
0.0,1.5,0.52,1.1562398268122385,1.9780302099088551
1.57,0.5,0.0,-0.5488749949959593,-2.597782107835253
0.91,0.0,1.34,-2.9661601043759784,0.6489504622823716
1.28,0.3,0.0,-1.2325127031563783,-1.4870834846859995
0.1,1.65,0.0,2.0083924227074537,1.0047500166171306
0.0,1.05,1.2,-0.6695185295803341,2.3051288353921096
0.5,0.0,0.58,-1.0992346210456336,0.6441022662176743
1.11,0.0,0.29,-0.9093398547171035,-0.4895702633115212
0.02,0.0,1.09,-2.220310391351236,1.8156552591724342
1.31,0.0,0.32,-1.2653391420093656,-1.1467907087162827
1.47,0.0,1.35,-3.027785648597385,-1.2268530745352526
0.0,0.6,1.47,-3.4010315525891635,2.091126673059488
0.0,0.28,1.04,-2.543703821691111,1.7481879919837997
0.0,0.32,0.16,-0.8033887775663986,0.9266676143828647
0.45,1.74,0.0,2.6977735887145378,0.7282153811745382
0.01,0.0,0.0,-0.4090310959135538,1.0646555578284844
