P4,P5,P6,X,Y
0.0,1.67,0.3,-0.14499519076782555,-0.4731541873272345
1.13,1.48,0.0,0.1583093435645563,-0.3605486897058835
0.1,0.53,0.0,-0.23902555486567642,-0.3256555905597596
1.15,1.22,0.0,0.045855545080914335,-0.5562825357459448
1.63,1.26,0.0,0.03172692196258639,-0.2834176093538167
1.47,0.98,0.0,0.045142384548932844,-0.1509358261513571
1.46,0.0,0.0,0.014518300473664291,-0.6196011459638416
0.0,0.19,0.0,-0.23784383173042603,-1.0343992468765537
0.0,0.33,0.46,-0.3827563028111198,-0.6174645814639457
0.0,0.0,0.79,-0.34731029185956097,-0.6496920765744626
0.89,0.0,0.0,0.043238301228730305,-1.1584253612183661
0.0,1.32,0.81,-0.2552666474799451,-0.7371511273860331
0.0,1.13,1.16,-0.19348405394097162,-0.5218797946711287
0.83,0.0,1.33,-0.10808009676089289,-1.1330368798788037
1.45,0.0,1.74,-0.27419308571707157,-0.8336427659358181
0.0,0.0,1.29,-0.34886358896923814,-0.6825855780623415
0.0,0.22,1.05,-0.30198055348924885,-0.7743565617312049
0.83,0.0,0.56,-0.1261800142379633,-0.4118209008070878
1.22,0.0,0.95,0.027368049726651078,-0.7952461143952838
0.24,1.43,0.0,-0.07173517605053312,-0.010256542880090758
0.0,0.0,1.43,-0.28208251441198856,-0.4092029355656473
0.0,0.87,1.46,-0.267242061579725,-0.6520512918966114
1.73,0.0,0.0,0.3117347107305854,-1.0592636530961919
1.49,0.0,1.17,-0.20424481431289654,-0.9655519187879569
0.25,0.0,0.2,-0.21272787373830984,-1.0746242197034972
0.0,0.85,0.0,-0.14317041950905415,-0.6056769257006905
0.0,1.39,0.63,-0.2892488091725503,-0.59223384825525
1.12,0.0,0.54,-0.046810433922929176,-0.7750240210851889
0.0,0.09,0.6,-0.40574160339854765,-0.5558163106430991
0.0,0.0,1.11,-0.4941548670800033,-0.38433969418380776
0.31,1.25,0.0,0.04934640408274937,-0.22074765721596357
0.89,1.51,0.0,0.03456494479279694,-0.476087915883815
0.13,0.0,0.3,-0.2266518289356442,-1.0104963693713673
0.72,0.0,0.0,-0.17550800432678065,-0.49157009378345845
1.63,0.0,0.86,-0.049643085489166114,-0.9124669548267952
1.67,1.41,0.0,0.09407144092420483,-0.3134731066708488
1.37,0.57,0.0,0.09336348466348124,-0.491176707543633
0.61,0.0,0.12,-0.15855200741321054,-0.6170300333454969
0.0,1.54,1.65,-0.2830449702165721,-0.7160605641106695
1.26,0.0,1.48,-0.14193222774424682,-0.9517564993911838
0.0,0.78,0.0,-0.12100757219373517,-0.37264949379762924
0.64,0.0,1.5,-0.3586750122296897,-0.6579867800271129
1.36,0.0,1.73,-0.28878236574326466,-1.0255537805254815
0.43,0.48,0.0,-0.022062298185854912,-0.6168642271590293
0.0,0.96,1.04,-0.3093036358201169,-0.463439517180119
0.0,1.3,0.61,-0.17558456057979518,-0.22065913478665805
0.0,0.2,0.54,-0.3721098097854533,-0.49143078319817424
0.0,0.52,1.74,-0.2803519331483678,-0.768867454823796
1.79,0.0,0.0,0.32938217359844524,-1.080300190084652
0.58,0.0,0.0,-0.11106045625095506,-0.9482693030440091
